date,id1,id2,object,value,event,devices
2021-12-21 12:23:29,4,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-21 12:25:01,5,1,полукопченые колбасы,5,Температура в пределах допустимого,sensor_1
2021-12-21 12:42:27,6,2,вареные колбасы,17,Температура вышла за пределы допустимого,sensor_2
2021-12-21 12:44:10,7,2,вареные колбасы,4,Температура в пределах допустимого,sensor_2
2021-12-21 12:49:45,8,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-21 12:50:12,9,1,полукопченые колбасы,5,Температура в пределах допустимого,sensor_1
2021-12-21 12:53:31,10,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-21 12:55:58,11,1,полукопченые колбасы,5,Температура в пределах допустимого,sensor_1
2021-12-21 14:28:41,12,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-21 14:29:51,13,2,вареные колбасы,7,Температура вышла за пределы допустимого,sensor_2
2021-12-21 14:30:51,14,2,вареные колбасы,5,Температура в пределах допустимого,sensor_2
2021-12-21 15:20:01,15,2,вареные колбасы,8,Температура вышла за пределы допустимого,sensor_2
2021-12-21 15:30:02,16,7,сырое мясо,6,Температура вышла за пределы допустимого,sensor_7
2021-12-21 15:32:28,17,1,полукопченые колбасы,4,Температура в пределах допустимого,sensor_1
2021-12-21 15:32:28,18,2,вареные колбасы,5,Температура в пределах допустимого,sensor_2
2021-12-21 16:45:01,19,7,сырое мясо,2,Температура в пределах допустимого,sensor_7
2021-12-21 17:20:01,20,2,вареные колбасы,8,Температура вышла за пределы допустимого,sensor_2
2021-12-21 17:30:00,21,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-21 18:20:01,22,1,полукопченые колбасы,4,Температура в пределах допустимого,sensor_1
2021-12-21 18:20:01,23,2,вареные колбасы,5,Температура в пределах допустимого,sensor_2
2021-12-21 21:20:01,24,2,вареные колбасы,8,Температура вышла за пределы допустимого,sensor_2
2021-12-21 21:40:01,25,2,вареные колбасы,6,Температура в пределах допустимого,sensor_2
2021-12-21 21:55:01,26,7,сырое мясо,5,Температура вышла за пределы допустимого,sensor_7
2021-12-21 22:05:01,27,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-21 23:15:00,28,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-22 00:00:00,29,1,полукопченые колбасы,6,Температура в пределах допустимого,sensor_1
2021-12-22 00:35:01,30,7,сырое мясо,6,Температура вышла за пределы допустимого,sensor_7
2021-12-22 01:10:02,31,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-22 01:15:01,32,5,молочная продукция,8,Температура вышла за пределы допустимого,sensor_5
2021-12-22 01:35:00,33,2,вареные колбасы,8,Температура вышла за пределы допустимого,sensor_2
2021-12-22 01:40:01,34,2,вареные колбасы,6,Температура в пределах допустимого,sensor_2
2021-12-22 01:45:01,35,5,молочная продукция,6,Температура в пределах допустимого,sensor_5
2021-12-22 02:20:01,36,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-22 03:55:00,37,1,полукопченые колбасы,4,Температура в пределах допустимого,sensor_1
2021-12-22 05:20:00,38,2,вареные колбасы,8,Температура вышла за пределы допустимого,sensor_2
2021-12-22 05:45:01,39,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-22 05:45:01,40,2,вареные колбасы,6,Температура в пределах допустимого,sensor_2
2021-12-22 06:05:01,41,1,полукопченые колбасы,6,Температура в пределах допустимого,sensor_1
2021-12-22 09:30:01,42,2,вареные колбасы,9,Температура вышла за пределы допустимого,sensor_2
2021-12-22 11:45:01,43,2,вареные колбасы,5,Температура в пределах допустимого,sensor_2
2021-12-22 14:25:01,44,7,сырое мясо,6,Температура вышла за пределы допустимого,sensor_7
2021-12-22 14:35:02,45,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-22 15:45:02,46,7,сырое мясо,6,Температура вышла за пределы допустимого,sensor_7
2021-12-22 16:05:01,47,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-22 16:30:01,48,5,молочная продукция,7,Температура вышла за пределы допустимого,sensor_5
2021-12-22 17:35:02,49,5,молочная продукция,5,Температура в пределах допустимого,sensor_5
2021-12-22 18:10:01,50,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-22 18:15:01,51,1,полукопченые колбасы,6,Температура в пределах допустимого,sensor_1
2021-12-22 21:05:00,52,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-22 21:10:01,53,6,молочный накопитель правый,7,Температура вышла за пределы допустимого,sensor_6
2021-12-22 21:15:01,54,6,молочный накопитель правый,6,Температура в пределах допустимого,sensor_6
2021-12-22 21:20:00,55,1,полукопченые колбасы,6,Температура в пределах допустимого,sensor_1
2021-12-22 21:25:01,56,2,вареные колбасы,8,Температура вышла за пределы допустимого,sensor_2
2021-12-22 21:30:01,57,7,сырое мясо,6,Температура вышла за пределы допустимого,sensor_7
2021-12-22 21:45:00,58,2,вареные колбасы,6,Температура в пределах допустимого,sensor_2
2021-12-22 22:00:01,59,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-22 23:45:00,60,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-23 00:30:02,61,7,сырое мясо,5,Температура вышла за пределы допустимого,sensor_7
2021-12-23 00:55:00,62,1,полукопченые колбасы,5,Температура в пределах допустимого,sensor_1
2021-12-23 01:00:01,63,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-23 01:30:01,64,2,вареные колбасы,8,Температура вышла за пределы допустимого,sensor_2
2021-12-23 01:45:01,65,2,вареные колбасы,6,Температура в пределах допустимого,sensor_2
2021-12-23 03:05:01,66,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-23 03:30:00,67,1,полукопченые колбасы,6,Температура в пределах допустимого,sensor_1
2021-12-23 03:30:01,68,7,сырое мясо,6,Температура вышла за пределы допустимого,sensor_7
2021-12-23 04:00:01,69,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-23 04:30:01,70,5,молочная продукция,8,Температура вышла за пределы допустимого,sensor_5
2021-12-23 04:40:02,71,5,молочная продукция,6,Температура в пределах допустимого,sensor_5
2021-12-23 05:35:01,72,2,вареные колбасы,8,Температура вышла за пределы допустимого,sensor_2
2021-12-23 05:45:01,73,2,вареные колбасы,6,Температура в пределах допустимого,sensor_2
2021-12-23 06:10:00,74,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-23 06:35:00,75,1,полукопченые колбасы,6,Температура в пределах допустимого,sensor_1
2021-12-23 06:40:01,76,7,сырое мясо,6,Температура вышла за пределы допустимого,sensor_7
2021-12-23 06:55:02,77,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-23 09:30:01,78,2,вареные колбасы,8,Температура вышла за пределы допустимого,sensor_2
2021-12-23 09:50:01,79,2,вареные колбасы,6,Температура в пределах допустимого,sensor_2
2021-12-23 10:25:01,80,5,молочная продукция,8,Температура вышла за пределы допустимого,sensor_5
2021-12-23 10:40:01,81,5,молочная продукция,6,Температура в пределах допустимого,sensor_5
2021-12-23 11:35:01,82,6,молочный накопитель правый,1,Температура вышла за пределы допустимого,sensor_6
2021-12-23 12:00:01,83,6,молочный накопитель правый,2,Температура в пределах допустимого,sensor_6
2021-12-23 12:50:01,84,7,сырое мясо,5,Температура вышла за пределы допустимого,sensor_7
2021-12-23 12:55:02,85,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-23 13:30:01,86,5,молочная продукция,8,Температура вышла за пределы допустимого,sensor_5
2021-12-23 13:40:01,87,2,вареные колбасы,8,Температура вышла за пределы допустимого,sensor_2
2021-12-23 13:40:01,88,5,молочная продукция,6,Температура в пределах допустимого,sensor_5
2021-12-23 13:50:01,89,2,вареные колбасы,6,Температура в пределах допустимого,sensor_2
2021-12-23 15:25:01,90,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-23 15:35:01,91,7,сырое мясо,7,Температура вышла за пределы допустимого,sensor_7
2021-12-23 15:40:01,92,1,полукопченые колбасы,6,Температура в пределах допустимого,sensor_1
2021-12-23 16:00:01,93,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-23 16:25:01,94,5,молочная продукция,8,Температура вышла за пределы допустимого,sensor_5
2021-12-23 16:40:01,95,5,молочная продукция,6,Температура в пределах допустимого,sensor_5
2021-12-23 17:25:01,96,2,вареные колбасы,8,Температура вышла за пределы допустимого,sensor_2
2021-12-23 17:50:01,97,2,вареные колбасы,6,Температура в пределах допустимого,sensor_2
2021-12-23 18:30:00,98,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-23 18:30:01,99,7,сырое мясо,6,Температура вышла за пределы допустимого,sensor_7
2021-12-23 18:45:00,100,1,полукопченые колбасы,6,Температура в пределах допустимого,sensor_1
2021-12-23 19:00:01,101,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-23 19:30:01,102,5,молочная продукция,8,Температура вышла за пределы допустимого,sensor_5
2021-12-23 19:45:01,103,5,молочная продукция,5,Температура в пределах допустимого,sensor_5
2021-12-23 21:40:01,104,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-23 21:40:01,105,2,вареные колбасы,9,Температура вышла за пределы допустимого,sensor_2
2021-12-23 21:40:02,106,7,сырое мясо,6,Температура вышла за пределы допустимого,sensor_7
2021-12-23 21:50:00,107,1,полукопченые колбасы,6,Температура в пределах допустимого,sensor_1
2021-12-23 21:50:01,108,2,вареные колбасы,6,Температура в пределах допустимого,sensor_2
2021-12-23 22:00:01,109,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-23 22:30:01,110,5,молочная продукция,8,Температура вышла за пределы допустимого,sensor_5
2021-12-23 22:40:00,111,5,молочная продукция,6,Температура в пределах допустимого,sensor_5
2021-12-24 00:35:00,112,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-24 00:40:01,113,7,сырое мясо,6,Температура вышла за пределы допустимого,sensor_7
2021-12-24 00:50:00,114,1,полукопченые колбасы,6,Температура в пределах допустимого,sensor_1
2021-12-24 00:55:01,115,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-24 03:15:01,116,7,сырое мясо,6,Температура вышла за пределы допустимого,sensor_7
2021-12-24 03:30:01,117,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-24 03:55:01,118,1,полукопченые колбасы,6,Температура в пределах допустимого,sensor_1
2021-12-24 04:00:01,119,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-24 05:30:01,120,2,вареные колбасы,8,Температура вышла за пределы допустимого,sensor_2
2021-12-24 05:55:01,121,2,вареные колбасы,5,Температура в пределах допустимого,sensor_2
2021-12-24 06:40:01,122,7,сырое мясо,6,Температура вышла за пределы допустимого,sensor_7
2021-12-24 06:55:01,123,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-24 07:35:01,124,5,молочная продукция,7,Температура вышла за пределы допустимого,sensor_5
2021-12-24 07:50:01,125,5,молочная продукция,5,Температура в пределах допустимого,sensor_5
2021-12-24 09:50:00,126,2,вареные колбасы,7,Температура вышла за пределы допустимого,sensor_2
2021-12-24 09:55:01,127,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-24 10:15:01,128,1,полукопченые колбасы,5,Температура в пределах допустимого,sensor_1
2021-12-24 10:15:01,129,2,вареные колбасы,5,Температура в пределах допустимого,sensor_2
2021-12-24 12:40:02,130,7,сырое мясо,5,Температура вышла за пределы допустимого,sensor_7
2021-12-24 13:20:01,131,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-24 13:40:01,132,2,вареные колбасы,9,Температура вышла за пределы допустимого,sensor_2
2021-12-24 13:55:01,133,2,вареные колбасы,6,Температура в пределах допустимого,sensor_2
2021-12-24 15:15:02,134,7,сырое мясо,6,Температура вышла за пределы допустимого,sensor_7
2021-12-24 15:55:01,135,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-24 16:00:01,136,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-24 16:05:01,137,1,полукопченые колбасы,6,Температура в пределах допустимого,sensor_1
2021-12-24 16:15:01,138,5,молочная продукция,8,Температура вышла за пределы допустимого,sensor_5
2021-12-24 16:40:01,139,5,молочная продукция,6,Температура в пределах допустимого,sensor_5
2021-12-24 17:40:01,140,2,вареные колбасы,9,Температура вышла за пределы допустимого,sensor_2
2021-12-24 17:55:00,141,2,вареные колбасы,6,Температура в пределах допустимого,sensor_2
2021-12-24 18:25:01,142,7,сырое мясо,6,Температура вышла за пределы допустимого,sensor_7
2021-12-24 18:55:01,143,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-24 19:20:00,144,5,молочная продукция,8,Температура вышла за пределы допустимого,sensor_5
2021-12-24 19:40:01,145,5,молочная продукция,5,Температура в пределах допустимого,sensor_5
2021-12-24 21:05:01,146,7,сырое мясо,6,Температура вышла за пределы допустимого,sensor_7
2021-12-24 21:35:01,147,2,вареные колбасы,8,Температура вышла за пределы допустимого,sensor_2
2021-12-24 21:55:00,148,2,вареные колбасы,5,Температура в пределах допустимого,sensor_2
2021-12-24 22:05:01,149,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-24 22:05:01,150,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-24 22:20:01,151,1,полукопченые колбасы,6,Температура в пределах допустимого,sensor_1
2021-12-24 22:25:01,152,5,молочная продукция,8,Температура вышла за пределы допустимого,sensor_5
2021-12-24 22:35:01,153,5,молочная продукция,6,Температура в пределах допустимого,sensor_5
2021-12-25 00:00:02,154,7,сырое мясо,5,Температура вышла за пределы допустимого,sensor_7
2021-12-25 01:00:02,155,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-25 03:35:01,156,7,сырое мясо,6,Температура вышла за пределы допустимого,sensor_7
2021-12-25 03:50:00,157,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-25 03:50:01,158,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-25 04:25:01,159,5,молочная продукция,7,Температура вышла за пределы допустимого,sensor_5
2021-12-25 04:35:01,160,1,полукопченые колбасы,6,Температура в пределах допустимого,sensor_1
2021-12-25 04:35:01,161,5,молочная продукция,6,Температура в пределах допустимого,sensor_5
2021-12-25 06:35:01,162,7,сырое мясо,6,Температура вышла за пределы допустимого,sensor_7
2021-12-25 06:50:01,163,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-25 07:10:01,164,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-25 07:35:01,165,1,полукопченые колбасы,5,Температура в пределах допустимого,sensor_1
2021-12-25 10:15:01,166,2,вареные колбасы,7,Температура вышла за пределы допустимого,sensor_2
2021-12-25 10:25:01,167,5,молочная продукция,7,Температура вышла за пределы допустимого,sensor_5
2021-12-25 12:10:01,168,2,вареные колбасы,6,Температура в пределах допустимого,sensor_2
2021-12-25 12:10:01,169,5,молочная продукция,5,Температура в пределах допустимого,sensor_5
2021-12-25 13:20:01,170,5,молочная продукция,9,Температура вышла за пределы допустимого,sensor_5
2021-12-25 13:25:01,171,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-25 13:35:01,172,1,полукопченые колбасы,6,Температура в пределах допустимого,sensor_1
2021-12-25 13:35:01,173,5,молочная продукция,6,Температура в пределах допустимого,sensor_5
2021-12-25 14:20:01,174,7,сырое мясо,5,Температура вышла за пределы допустимого,sensor_7
2021-12-25 14:30:01,175,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-25 14:50:01,176,1,полукопченые колбасы,,Температура вышла за пределы допустимого,sensor_1
2021-12-25 15:00:01,177,2,вареные колбасы,,Температура вышла за пределы допустимого,sensor_2
2021-12-25 15:00:01,178,3,деликатесы,,Температура вышла за пределы допустимого,sensor_3
2021-12-25 15:05:01,179,8,заморозка в центре зала,,Температура вышла за пределы допустимого,sensor_8
2021-12-25 15:10:00,180,4,горка возле первой кассы,,Температура вышла за пределы допустимого,sensor_4
2021-12-25 15:10:01,181,5,молочная продукция,,Температура вышла за пределы допустимого,sensor_5
2021-12-25 15:10:01,182,6,молочный накопитель правый,,Температура вышла за пределы допустимого,sensor_6
2021-12-25 15:10:01,183,7,сырое мясо,,Температура вышла за пределы допустимого,sensor_7
2021-12-27 09:35:01,184,1,полукопченые колбасы,6,Температура в пределах допустимого,sensor_1
2021-12-27 09:35:01,185,2,вареные колбасы,5,Температура в пределах допустимого,sensor_2
2021-12-27 09:35:01,186,3,деликатесы,4,Температура в пределах допустимого,sensor_3
2021-12-27 09:35:01,187,4,горка возле первой кассы,3,Температура в пределах допустимого,sensor_4
2021-12-27 09:35:02,188,5,молочная продукция,6,Температура в пределах допустимого,sensor_5
2021-12-27 09:35:02,189,6,молочный накопитель правый,3,Температура в пределах допустимого,sensor_6
2021-12-27 09:35:02,190,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-27 09:35:02,191,8,заморозка в центре зала,-21,Температура в пределах допустимого,sensor_8
2021-12-27 10:40:01,192,1,полукопченые колбасы,7,Температура вышла за пределы допустимого,sensor_1
2021-12-27 10:40:01,193,2,вареные колбасы,9,Температура вышла за пределы допустимого,sensor_2
2021-12-27 10:50:01,194,2,вареные колбасы,6,Температура в пределах допустимого,sensor_2
2021-12-27 11:05:01,195,7,сырое мясо,5,Температура вышла за пределы допустимого,sensor_7
2021-12-27 14:40:01,196,1,полукопченые колбасы,6,Температура в пределах допустимого,sensor_1
2021-12-27 14:40:02,197,7,сырое мясо,3,Температура в пределах допустимого,sensor_7
2021-12-27 15:05:00,198,2,вареные колбасы,9,Температура вышла за пределы допустимого,sensor_2
2021-12-27 17:50:01,199,2,вареные колбасы,5,Температура в пределах допустимого,sensor_2
2021-12-27 18:40:01,200,2,вареные колбасы,8,Температура вышла за пределы допустимого,sensor_2
2021-12-28 08:55:00,201,2,вареные колбасы,6,Температура в пределах допустимого,sensor_2
2021-12-28 10:15:01,202,7,сырое мясо,-20,Температура вышла за пределы допустимого,sensor_7
2021-12-28 10:15:01,203,8,заморозка в центре зала,,Температура вышла за пределы допустимого,sensor_8
2021-12-28 10:20:01,204,5,молочная продукция,7,Температура вышла за пределы допустимого,sensor_5
2021-12-28 12:15:01,205,5,молочная продукция,5.5,Температура в пределах допустимого,sensor_5
2021-12-28 12:40:01,206,1,полукопченые колбасы,6.4,Температура вышла за пределы допустимого,sensor_1
2021-12-28 12:40:01,207,2,вареные колбасы,-19.4,Температура вышла за пределы допустимого,sensor_2
2021-12-28 12:40:01,208,4,горка возле первой кассы,4.1,Температура вышла за пределы допустимого,sensor_4
2021-12-28 12:55:01,209,1,полукопченые колбасы,5.5,Температура в пределах допустимого,sensor_1
2021-12-28 13:05:01,210,4,горка возле первой кассы,4,Температура в пределах допустимого,sensor_4
2021-12-28 13:05:02,211,5,молочная продукция,8.3,Температура вышла за пределы допустимого,sensor_5
2021-12-28 13:10:01,212,1,полукопченые колбасы,6.7,Температура вышла за пределы допустимого,sensor_1
2021-12-28 13:15:00,213,1,полукопченые колбасы,5.6,Температура в пределах допустимого,sensor_1
2021-12-28 13:35:01,214,5,молочная продукция,6,Температура в пределах допустимого,sensor_5
2021-12-28 13:40:01,215,7,сырое мясо,3.6,Температура в пределах допустимого,sensor_7
2021-12-28 13:55:01,216,1,полукопченые колбасы,6.5,Температура вышла за пределы допустимого,sensor_1
2021-12-28 14:05:00,217,1,полукопченые колбасы,5.6,Температура в пределах допустимого,sensor_1
2021-12-28 14:20:00,218,1,полукопченые колбасы,6.6,Температура вышла за пределы допустимого,sensor_1
2021-12-28 15:15:01,219,1,полукопченые колбасы,5.5,Температура в пределах допустимого,sensor_1
2021-12-28 15:35:00,220,1,полукопченые колбасы,6.6,Температура вышла за пределы допустимого,sensor_1
2021-12-28 15:40:01,221,1,полукопченые колбасы,5.5,Температура в пределах допустимого,sensor_1
2021-12-28 15:40:01,222,4,горка возле первой кассы,5.5,Температура вышла за пределы допустимого,sensor_4
2021-12-28 15:50:00,223,5,молочная продукция,8,Температура вышла за пределы допустимого,sensor_5
2021-12-28 16:05:01,224,1,полукопченые колбасы,6.6,Температура вышла за пределы допустимого,sensor_1
2021-12-28 16:10:01,225,1,полукопченые колбасы,5.5,Температура в пределах допустимого,sensor_1
2021-12-28 16:25:01,226,1,полукопченые колбасы,6.6,Температура вышла за пределы допустимого,sensor_1
2021-12-28 16:25:01,227,7,сырое мясо,5.9,Температура вышла за пределы допустимого,sensor_7
2021-12-28 16:35:01,228,1,полукопченые колбасы,5.5,Температура в пределах допустимого,sensor_1
2021-12-28 16:35:01,229,5,молочная продукция,5.6,Температура в пределах допустимого,sensor_5
2021-12-28 17:10:01,230,4,горка возле первой кассы,4,Температура в пределах допустимого,sensor_4
2021-12-28 17:15:01,231,1,полукопченые колбасы,6.3,Температура вышла за пределы допустимого,sensor_1
2021-12-28 17:20:00,232,1,полукопченые колбасы,5.8,Температура в пределах допустимого,sensor_1
2021-12-28 17:30:01,233,7,сырое мясо,3.8,Температура в пределах допустимого,sensor_7
2021-12-28 18:05:00,234,1,полукопченые колбасы,6.5,Температура вышла за пределы допустимого,sensor_1
2021-12-28 19:20:00,235,1,полукопченые колбасы,5.2,Температура в пределах допустимого,sensor_1
2021-12-28 19:50:01,236,4,горка возле первой кассы,5.4,Температура вышла за пределы допустимого,sensor_4
2021-12-28 20:20:01,237,7,сырое мясо,4.1,Температура вышла за пределы допустимого,sensor_7
2021-12-28 20:25:00,238,1,полукопченые колбасы,6.5,Температура вышла за пределы допустимого,sensor_1
2021-12-28 20:30:01,239,1,полукопченые колбасы,5.5,Температура в пределах допустимого,sensor_1
2021-12-28 20:40:01,240,4,горка возле первой кассы,4,Температура в пределах допустимого,sensor_4
2021-12-28 20:50:00,241,1,полукопченые колбасы,6.8,Температура вышла за пределы допустимого,sensor_1
2021-12-28 20:55:01,242,1,полукопченые колбасы,5.8,Температура в пределах допустимого,sensor_1
2021-12-28 21:15:00,243,1,полукопченые колбасы,6.2,Температура вышла за пределы допустимого,sensor_1
2021-12-28 21:20:01,244,1,полукопченые колбасы,5.1,Температура в пределах допустимого,sensor_1
2021-12-28 21:30:01,245,7,сырое мясо,3.7,Температура в пределах допустимого,sensor_7
2021-12-28 21:40:00,246,1,полукопченые колбасы,6.6,Температура вышла за пределы допустимого,sensor_1
2021-12-28 21:45:01,247,1,полукопченые колбасы,5.4,Температура в пределах допустимого,sensor_1
2021-12-28 22:05:01,248,5,молочная продукция,8.6,Температура вышла за пределы допустимого,sensor_5
2021-12-28 22:10:01,249,1,полукопченые колбасы,6.8,Температура вышла за пределы допустимого,sensor_1
2021-12-28 22:20:01,250,5,молочная продукция,3.4,Температура в пределах допустимого,sensor_5
2021-12-28 22:55:01,251,3,деликатесы,7.2,Температура вышла за пределы допустимого,sensor_3
2021-12-28 23:05:00,252,1,полукопченые колбасы,5.9,Температура в пределах допустимого,sensor_1
2021-12-28 23:05:00,253,4,горка возле первой кассы,5.8,Температура вышла за пределы допустимого,sensor_4
2021-12-28 23:10:01,254,3,деликатесы,5.9,Температура в пределах допустимого,sensor_3
2021-12-28 23:15:00,255,1,полукопченые колбасы,6.5,Температура вышла за пределы допустимого,sensor_1
2021-12-28 23:20:01,256,1,полукопченые колбасы,5.5,Температура в пределах допустимого,sensor_1
2021-12-28 23:20:02,257,7,сырое мясо,5.7,Температура вышла за пределы допустимого,sensor_7
2021-12-29 00:30:01,258,1,полукопченые колбасы,6.5,Температура вышла за пределы допустимого,sensor_1
2021-12-29 00:35:00,259,1,полукопченые колбасы,5.4,Температура в пределах допустимого,sensor_1
2021-12-29 00:40:01,260,4,горка возле первой кассы,3.8,Температура в пределах допустимого,sensor_4
2021-12-29 01:10:01,261,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-29 01:20:01,262,5,молочная продукция,7.7,Температура вышла за пределы допустимого,sensor_5
2021-12-29 01:25:00,263,1,полукопченые колбасы,6.1,Температура вышла за пределы допустимого,sensor_1
2021-12-29 01:40:01,264,1,полукопченые колбасы,5.1,Температура в пределах допустимого,sensor_1
2021-12-29 01:45:01,265,5,молочная продукция,3.4,Температура в пределах допустимого,sensor_5
2021-12-29 02:05:00,266,1,полукопченые колбасы,6.7,Температура вышла за пределы допустимого,sensor_1
2021-12-29 03:05:00,267,1,полукопченые колбасы,5.8,Температура в пределах допустимого,sensor_1
2021-12-29 03:30:01,268,4,горка возле первой кассы,5.4,Температура вышла за пределы допустимого,sensor_4
2021-12-29 03:30:01,269,7,сырое мясо,4.7,Температура вышла за пределы допустимого,sensor_7
2021-12-29 03:40:01,270,7,сырое мясо,3.9,Температура в пределах допустимого,sensor_7
2021-12-29 04:10:01,271,1,полукопченые колбасы,6.3,Температура вышла за пределы допустимого,sensor_1
2021-12-29 04:20:01,272,1,полукопченые колбасы,5,Температура в пределах допустимого,sensor_1
2021-12-29 04:45:01,273,1,полукопченые колбасы,6.8,Температура вышла за пределы допустимого,sensor_1
2021-12-29 04:45:01,274,3,деликатесы,6.9,Температура вышла за пределы допустимого,sensor_3
2021-12-29 04:55:01,275,1,полукопченые колбасы,5.6,Температура в пределах допустимого,sensor_1
2021-12-29 04:55:01,276,6,молочный накопитель правый,6.7,Температура вышла за пределы допустимого,sensor_6
2021-12-29 05:00:01,277,6,молочный накопитель правый,5.9,Температура в пределах допустимого,sensor_6
2021-12-29 05:00:01,278,7,сырое мясо,5.2,Температура вышла за пределы допустимого,sensor_7
2021-12-29 05:10:01,279,3,деликатесы,5.6,Температура в пределах допустимого,sensor_3
2021-12-29 05:15:01,280,7,сырое мясо,4,Температура в пределах допустимого,sensor_7
2021-12-29 05:20:00,281,4,горка возле первой кассы,3.8,Температура в пределах допустимого,sensor_4
2021-12-29 05:45:00,282,1,полукопченые колбасы,6.4,Температура вышла за пределы допустимого,sensor_1
2021-12-29 05:50:01,283,1,полукопченые колбасы,5.5,Температура в пределах допустимого,sensor_1
2021-12-29 06:15:00,284,1,полукопченые колбасы,6.8,Температура вышла за пределы допустимого,sensor_1
2021-12-29 06:45:01,285,4,горка возле первой кассы,6.6,Температура вышла за пределы допустимого,sensor_4
2021-12-29 06:55:01,286,4,горка возле первой кассы,3.9,Температура в пределах допустимого,sensor_4
2021-12-29 07:05:00,287,1,полукопченые колбасы,5.8,Температура в пределах допустимого,sensor_1
2021-12-29 07:15:00,288,1,полукопченые колбасы,6.6,Температура вышла за пределы допустимого,sensor_1
2021-12-29 07:25:01,289,1,полукопченые колбасы,4.8,Температура в пределах допустимого,sensor_1
2021-12-29 07:25:01,290,5,молочная продукция,6.3,Температура вышла за пределы допустимого,sensor_5
2021-12-29 07:30:01,291,5,молочная продукция,5.8,Температура в пределах допустимого,sensor_5
2021-12-29 07:50:01,292,4,горка возле первой кассы,5.1,Температура вышла за пределы допустимого,sensor_4
2021-12-29 07:55:00,293,1,полукопченые колбасы,6.1,Температура вышла за пределы допустимого,sensor_1
2021-12-29 08:00:01,294,1,полукопченые колбасы,4.8,Температура в пределах допустимого,sensor_1
2021-12-29 08:40:01,295,7,сырое мясо,4.1,Температура вышла за пределы допустимого,sensor_7
2021-12-29 08:45:00,296,1,полукопченые колбасы,6.1,Температура вышла за пределы допустимого,sensor_1
2021-12-29 08:55:01,297,1,полукопченые колбасы,5.4,Температура в пределах допустимого,sensor_1
